"","TITULO_PROJETO","","UF_PROPONENTE","SITUACAO_REGISTRO","CNPJ_PROPONENTE","RAZAO_SOCIAL_PROPONENTE","LEI_8313","ART1","ART1A","ART3","ART3A","ART39","FUNCINES","TOTAL_CAPTADO"
"","","","SP","DEFERIDO","08.304.465/0001-48","","0","0","0","0","1000000","0","0","1000000"
"","","","SP","DEFERIDO","08.346.159/0001-74","","0","0","0","0","0","674457,8","0","674457,8"
"","Resgate 193","","SP","DEFERIDO","08.346.159/0001-74","","0","0","0","0","0","1417000","0","1417000"
"","","","SP","DEFERIDO","08.346.159/0001-74","","0","0","0","0","0","1155700","0","1155700"
"","Os Amargos","","SP","DEFERIDO","08.346.159/0001-74","","0","0","0","0","0","1729000","0","1729000"
"","","","SP","DEFERIDO","08.346.159/0001-74","","0","0","0","0","2849866,62","0","0","2849866,62"
"","","","SP","DEFERIDO","08.346.159/0001-74","","0","0","0","0","2826360,96","0","0","2826360,96"
"","","","RJ","DEFERIDO","08.358.620/0001-09","","0","0","760100","0","0","0","0","760100"
"","Show do Kibe (Ex - Show do Tabet)","","SP","IRREGULAR","08.371.400/0001-15","","0","0","0","0","0","1200000,05","0","1200000,05"
"","","","SP","IRREGULAR","08.371.400/0001-15","","0","0","0","0","0","1211811,26","0","1211811,26"
"","","","SP","IRREGULAR","08.371.400/0001-15","","0","0","0","0","0","2173333","0","2173333"
"","","","SP","IRREGULAR","08.371.400/0001-15","","0","0","0","0","0","2376566,1","0","2376566,1"
"","","","SP","IRREGULAR","08.371.400/0001-15","","0","0","0","0","0","1800000","0","1800000"
"","Carioca Era Um Rio (Ex - Rio Carioca)","","RJ","DEFERIDO","08.374.600/0001-21","","0","0","0","31976,78","0","0","0","31976,78"
"","","","PR","DEFERIDO","08.378.645/0001-74","SPIRIT ENTRETENIMENTO LTDA","0","0","1327617,1","0","0","0","0","1327617,1"
"","","","PR","DEFERIDO","08.378.645/0001-74","SPIRIT ENTRETENIMENTO LTDA","0","0","922583","0","0","0","0","922583"
"","","","GO","DEFERIDO","08.394.172/0001-07","","0","0","200000","0","0","0","0","200000"
"","LIMA BARRETO, AO TERCEIRO DIA","","RJ","DEFERIDO","08.408.195/0001-15","","0","0","0","0","1060000","0","0","1060000"
"","Isabel, Princesa do Brasil - Desenvolvimento","","RJ","DEFERIDO","08.427.088/0001-34","","0","0","0","0","120000","0","0","120000"
"","","","RJ","DEFERIDO","08.427.088/0001-34","","0","0","0","0","300000","0","0","300000"
"","","","RJ","DEFERIDO","08.427.088/0001-34","","0","300000","1099983","0","2700000","0","0","4099983"
"","","","RJ","DEFERIDO","08.427.088/0001-34","","0","0","0","0","300000","0","0","300000"
"","","","RJ","DEFERIDO","08.427.088/0001-34","","0","0","200000","0","0","0","0","200000"
"","FAROESTE CABOCLO","","RJ","DEFERIDO","08.427.088/0001-34","","0","329000","1560000","179868,06","693965,97","0","0","2762834,03"
"","","","SP","DEFERIDO","08.429.784/0001-80","AURORA FILMES LTDA.","0","0","0","0","3000000","0","0","3000000"
"","","","SP","DEFERIDO","08.429.784/0001-80","AURORA FILMES LTDA.","0","0","400000","0","0","0","0","400000"
"","","","SP","DEFERIDO","08.429.784/0001-80","AURORA FILMES LTDA.","0","0","131400","0","0","0","0","131400"
"","","","SP","DEFERIDO","08.440.376/0001-29","","0","0","0","0","0","1500000","0","1500000"
"","","","SP","DEFERIDO","08.440.376/0001-29","","0","0","0","0","0","1222087,15","0","1222087,15"
"","BORN TO FASHION (EX TOP TRANS) ","","SP","DEFERIDO","08.440.376/0001-29","","0","0","0","1119300,64","1880699,36","0","0","3000000"
"","GUIA POLITICAMENTE INCORRETO II","","SP","IRREGULAR","08.449.178/0001-26","TIAGO FRANCISCO SCHENK IMAGENS - ME","0","0","0","0","0","1537703,7","0","1537703,7"
"","","","SP","IRREGULAR","08.449.178/0001-26","TIAGO FRANCISCO SCHENK IMAGENS - ME","0","0","0","0","0","1800000","0","1800000"
"","Cores","","SP","IRREGULAR","08.465.974/0001-52","","0","0","694960,44","0","0","0","0","694960,44"
"","KNOCK DOWN","","RJ","IRREGULAR","08.467.312/0001-11","","0","0","0","0","250000","0","0","250000"
"","","","SP","DEFERIDO","08.517.383/0001-81","","0","0","0","0","0","0","115000","115000"
"","A Lasanha Assassina","","SP","DEFERIDO","08.517.383/0001-81","","0","0","500000","0","0","0","0","500000"
"","","","SP","DEFERIDO","08.517.383/0001-81","","0","1000000","1400000","0","0","0","0","2400000"
"","IBRAHIM SUED","","RJ","DEFERIDO","08.542.085/0001-41","","0","0","0","0","150000","0","0","150000"
"","Bacurau","","PE","DEFERIDO","08.587.501/0001-28","CINEMASCOPIO PRODUCOES CINEMATOGRAFICAS E ARTISTICAS","0","0","0","0","1200000","0","0","1200000"
"","Aquarius","","PE","DEFERIDO","08.587.501/0001-28","CINEMASCOPIO PRODUCOES CINEMATOGRAFICAS E ARTISTICAS","0","0","1100000","0","850000","0","0","1950000"
"","","","PE","DEFERIDO","08.587.501/0001-28","CINEMASCOPIO PRODUCOES CINEMATOGRAFICAS E ARTISTICAS","0","0","300000","0","0","0","0","300000"
"","Vale dos Esquecidos","","SP","IRREGULAR","08.635.790/0001-93","TUCURA FILMES LTDA","0","0","325000","0","0","0","0","325000"
"","Fashion Splash - Moda em Foco   (Ex - Moda em Foco)","","SP","IRREGULAR","08.641.142/0001-40","","0","0","0","0","0","256280","0","256280"
"","","","SP","DEFERIDO","08.662.115/0001-53","ESTRICNINA DESENHOS ANIMADOS LTDA","0","0","0","0","0","0","128597","128597"
"","","","SP","DEFERIDO","08.662.115/0001-53","ESTRICNINA DESENHOS ANIMADOS LTDA","0","0","0","0","3000000","0","0","3000000"
"","GIGABLASTER QUARTA TEMPORADA ANIMACAO","","SP","DEFERIDO","08.662.115/0001-53","ESTRICNINA DESENHOS ANIMADOS LTDA","0","0","0","0","3000000","0","0","3000000"
"","","","SP","DEFERIDO","08.662.115/0001-53","ESTRICNINA DESENHOS ANIMADOS LTDA","0","0","0","0","3000000","0","0","3000000"
"","Hoje Eu Quero Voltar Sozinho (Ex - Todas as Coisas Mais Simples)","","SP","DEFERIDO","08.677.301/0001-66","LACUNA FILMES LTDA","0","540000","1340000","0","0","0","0","1880000"
"","Xico Stockinger","","RS","DEFERIDO","08.681.701/0001-45","","0","0","391686,9","0","0","0","0","391686,9"
"","DESAPARECIDOS - 2. TEMPORADA (EX DESAPARECIDOS)","","SP","DEFERIDO","08.703.139/0001-03","A. J. DA SILVA - PRODUTORA - ME","0","0","0","0","0","669120,19","0","669120,19"
"","SEM RASTRO","","SP","DEFERIDO","08.703.139/0001-03","A. J. DA SILVA - PRODUTORA - ME","0","0","0","0","0","500000","0","500000"
"","","","SP","DEFERIDO","08.708.048/0001-60","POLAR FILMES, EVENTOS CULTURAIS E ARTISTICOS LTDA EPP","0","0","0","0","2115301,93","0","0","2115301,93"
"","","","SP","DEFERIDO","08.708.048/0001-60","POLAR FILMES, EVENTOS CULTURAIS E ARTISTICOS LTDA EPP","0","0","0","0","3000000","0","0","3000000"
"","","","SP","DEFERIDO","08.708.048/0001-60","POLAR FILMES, EVENTOS CULTURAIS E ARTISTICOS LTDA EPP","0","0","0","0","0","4435274,5","0","4435274,5"
"","","","SP","DEFERIDO","08.708.048/0001-60","POLAR FILMES, EVENTOS CULTURAIS E ARTISTICOS LTDA EPP","0","0","0","0","0","1688649,7","0","1688649,7"
"","","","SP","DEFERIDO","08.708.048/0001-60","POLAR FILMES, EVENTOS CULTURAIS E ARTISTICOS LTDA EPP","0","0","0","0","0","633175","0","633175"
"","","","SP","DEFERIDO","08.708.048/0001-60","POLAR FILMES, EVENTOS CULTURAIS E ARTISTICOS LTDA EPP","0","0","0","0","0","1223878,2","0","1223878,2"
"","","","SP","DEFERIDO","08.742.175/0001-86","ANIMATORIO COMUNICACAO VISUAL LTDA - ME","0","0","0","0","0","0","135000","135000"
"","","","SP","DEFERIDO","08.747.116/0001-09","LEMINISCATA FILMES LTDA-ME","0","0","0","0","200000","0","0","200000"
"","","","GO","DEFERIDO","08.752.098/0001-45","","0","0","153000","0","0","0","0","153000"
"","","","RJ","DEFERIDO","08.787.497/0001-41","","0","0","260000","0","0","0","0","260000"
"","","","SP","IRREGULAR","08.788.322/0001-59","ID AV IDENTIDADE AUDIOVISUAL LTDA","0","0","200340","0","0","0","0","200340"
"","TUDO POR AMOR_DESENVOLVIMENTO","","SP","DEFERIDO","08.790.022/0001-04","BELEZA NATION CONTEUDO E FILMES LTDA","0","0","0","95700,9","0","0","0","95700,9"
"","BACK TRACK - DE VOLTA AS ORIGENS","","SP","DEFERIDO","08.790.022/0001-04","BELEZA NATION CONTEUDO E FILMES LTDA","0","0","0","0","0","330993,5","0","330993,5"
"","JOGOS CLANDESTINO( Ex - Jogos Clandestinos / Por Amor e Por Dinheiro) (Ex - Por Amor e Por Dinheiro)","","SP","DEFERIDO","08.790.022/0001-04","BELEZA NATION CONTEUDO E FILMES LTDA","0","0","420000","0","0","0","0","420000"
"","","","SP","DEFERIDO","08.821.187/0001-04","","0","464191","1502718,75","0","1800000","0","0","3766909,75"
"","MARIA","","DF","DEFERIDO","08.847.593/0001-38","","0","0","0","0","426502,5","0","0","426502,5"
"","CRIANDO, LUCRANDO E TRANSFORMANDO","","SP","DEFERIDO","09.003.277/0001-42","","0","0","390000","0","0","0","0","390000"
"","","","SP","DEFERIDO","09.005.783/0001-70","CIGANO FILMES LTDA - ME","0","0","110000","0","0","0","0","110000"
"","","","SP","DEFERIDO","09.005.783/0001-70","CIGANO FILMES LTDA - ME","0","0","104500","0","0","0","0","104500"
"","AMOR AO QUADRADO","","SP","DEFERIDO","09.012.841/0001-93","","0","0","0","0","308800","0","0","308800"
"","","","SP","DEFERIDO","09.012.841/0001-93","","0","0","0","0","1500000","0","0","1500000"
"","","","SP","DEFERIDO","09.019.897/0001-70","","0","0","0","0","300000","0","0","300000"
"","Vilanova Artigas: O Arquiteto e a Luz (Ex- Artigas: As Cidades Como as Casas, As Casas Como as Cida)","","SP","DEFERIDO","09.019.897/0001-70","","0","0","900000","0","0","0","0","900000"
"","","","SP","DEFERIDO","09.028.371/0001-56","TORTUGA STUDIOS PRODUTORA DE FILMES LTDA","0","0","0","0","0","0","342538","342538"
"","","","SP","DEFERIDO","09.028.371/0001-56","TORTUGA STUDIOS PRODUTORA DE FILMES LTDA","0","0","0","0","0","0","134995","134995"
"","","","SP","DEFERIDO","09.028.371/0001-56","TORTUGA STUDIOS PRODUTORA DE FILMES LTDA","0","0","0","0","0","0","276632","276632"
"","O FANTASMA DE MADUREIRA - DESENVOLVIMENTO","","RJ","IRREGULAR","09.028.569/0001-30","","0","0","0","0","60000","0","0","60000"
"","","","SP","IRREGULAR","09.047.640/0001-21","ROSANA URBES - EPP","0","0","200000","0","0","0","0","200000"
"","Relatos do Front","","RJ","DEFERIDO","09.064.138/0001-29","JACQUELINE FILMES LTDA","0","0","23400","0","150000","0","0","173400"
"","","","RJ","DEFERIDO","09.084.382/0001-53","","0","0","0","0","450000","0","0","450000"
"","","","RJ","DEFERIDO","09.095.244/0001-70","RACONTO PRODUCOES ARTISTICAS LTDA","0","0","0","0","3000000","0","0","3000000"
"","Vestido Para Casar","","RJ","DEFERIDO","09.095.244/0001-70","RACONTO PRODUCOES ARTISTICAS LTDA","0","0","150000","0","3000000","0","0","3150000"
"","Cinco Vezes Chico o Velho e Sua Gente","","RJ","DEFERIDO","09.107.296/0001-19","","0","500000","500000","0","150000","0","0","1150000"
"","Derrapada","","RJ","DEFERIDO","09.107.296/0001-19","","0","400000","0","0","2050000","0","0","2450000"
"","","","RJ","DEFERIDO","09.107.296/0001-19","","0","952132","0","0","0","0","0","952132"
"","Um Contra Todos (Ex - Contra Todos)","","RJ","DEFERIDO","09.112.697/0001-67","VEREDA INTERNACIONAL AUDIOVISUAL LTDA","0","0","0","0","0","4904984,05","0","4904984,05"
"","","","BA","DEFERIDO","09.124.563/0001-66","","0","0","600000","0","0","0","0","600000"
"","","","RJ","IRREGULAR","09.125.031/0001-43","GUERRILHA PRODUCOES ARTISTICAS E CINEMATOGRAFICAS LIMITADA","0","0","999000","0","0","0","0","999000"
"","","","SP","DEFERIDO","09.160.968/0001-50","SWEN PRODUCOES LTDA","0","0","110000","479414,37","0","0","0","589414,37"
"","","","SP","DEFERIDO","09.163.772/0001-19","","0","0","750000","0","0","0","0","750000"
"","","","SP","DEFERIDO","09.165.924/0001-12","","0","120000","663200","0","0","0","0","783200"
"","A ONDA","","RJ","DEFERIDO","09.174.621/0001-66","HDANIEL STUDIO LTDA","0","0","0","0","1425000","0","0","1425000"
"","","","RJ","DEFERIDO","09.174.621/0001-66","HDANIEL STUDIO LTDA","0","0","0","0","438471,39","0","0","438471,39"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","253806,89","0","2003592,62","0","0","2257399,51"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","2050000","1524136,18","1056403,9","0","0","4630540,08"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","3000000","3483154,46","0","6483154,46"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","3000000","2837829","0","5837829"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","3000000","0","0","3000000"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","0","7878402,69","0","7878402,69"
"","Refavela 40","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","0","895107","0","895107"
"","Se Essa Roupa Fosse Minha ","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","883650,2","0","1740372,48","0","0","2624022,68"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","3000000","0","0","3000000"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","0","9172752,87","0","9172752,87"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","3000000","0","0","3000000"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","250000","0","0","254099,25","0","504099,25"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","150000","0","3000000","0","0","3150000"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","0","6699384,06","0","6699384,06"
"","Minha Estupidez","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","2028716","0","0","2028716"
"","L.O.C.A.","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","70000","0","2545837,31","0","0","2615837,31"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","3000000","0","0","3000000"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","0","1320000","0","1320000"
"","Mulheres na Luta","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","1810700","0","0","1810700"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","3000000","0","0","3000000"
"","DESNUDE (EX HYSTERIA)","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","3000000","0","0","3000000"
"","Sem Filtro","","RJ","DEFERIDO","09.180.984/0001-04","","0","167000","77000","0","0","0","0","244000"
"","Vai Que Cola - O Filme","","RJ","DEFERIDO","09.180.984/0001-04","","0","275000","2205500","0","3000000","0","1000000","6480500"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","425000","2005500","0","3000000","0","900000","6330500"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","3000000","0","0","3000000"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","1114000","0","0","0","0","1114000"
"","Rio, Eu Te Amo","","RJ","DEFERIDO","09.180.984/0001-04","","0","1200000","1250000","3000000","0","0","0","5450000"
"","Kardec","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","1800000","1200000","0","0","3000000"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","1400000","0","1000000","0","0","2400000"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","250000","0","900000","0","0","1150000"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","0","2754448,62","0","2754448,62"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","2000000","0","1800000","0","0","3800000"
"","Boa Sorte","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","1400000,01","0","0","1400000,01"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","700000","0","0","0","0","700000"
"","","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","0","0","0","1995820,68","0","1995820,68"
"","Filhos de Bach (Ex - Bach no Brasil)","","RJ","DEFERIDO","09.180.984/0001-04","","0","815000","800000","2358235,87","0","641764,13","0","4615000"
"","Terra Prometida","","RJ","DEFERIDO","09.180.984/0001-04","","0","0","850000","199999,98","0","0","0","1049999,98"
"","Juacas","","SP","DEFERIDO","09.193.471/0001-38","","0","0","0","2130419,41","0","0","0","2130419,41"
"","Desafio de Talentos","","SP","DEFERIDO","09.193.471/0001-38","","0","0","0","0","1599177,8","0","0","1599177,8"
"","DESERTO AZUL","","MG","DEFERIDO","09.207.344/0001-40","","0","240000","1550000","0","0","0","0","1790000"
"","Penas","","SP","IRREGULAR","09.218.906/0001-51","PAULO WILKE CARUSO ME","0","0","64714,99","0","0","0","0","64714,99"
"","","","SP","DEFERIDO","09.225.539/0001-13","","0","0","381476,71","0","150000","0","0","531476,71"
"","Febre do Rato","","RJ","DEFERIDO","09.240.833/0001-02","","0","1100","1087190","0","0","0","0","1088290"
"","Deitado de Sapatos - PRODAV 05/2013","","DF","IRREGULAR","09.243.898/0001-01","","0","0","0","0","0","0","0","0"
"","Milton Nascimento - Intimidade e Poesia (Ex - Milton Nascimento - Pelo Mundo)","","SP","DEFERIDO","09.260.004/0001-83","","0","0","0","0","0","1016723,75","0","1016723,75"
"","MORCEGO NEGRO - as vidas e mortes de PC Farias","","SP","DEFERIDO","09.260.004/0001-83","","0","0","0","0","300000","0","0","300000"
"","","","SP","DEFERIDO","09.260.004/0001-83","","0","0","627000","0","0","0","0","627000"
"","","","SP","DEFERIDO","09.261.948/0001-75","","0","0","0","2000000","0","0","0","2000000"
"","ALGUMA COISA ASSIM","","SP","DEFERIDO","09.271.593/0001-03","SALIVA PRODUCOES CINEMATOGRAFICAS LTDA","0","0","100000","0","0","0","0","100000"
"","AMIGAS DE SORTE (EX BOA SORTE, VELHO)","","SP","DEFERIDO","09.281.789/0001-70","","0","0","2400000","0","3000000","0","0","5400000"
"","","","SP","DEFERIDO","09.281.789/0001-70","","0","0","0","0","0","1000000","0","1000000"
"","MAIOR QUE O MUNDO","","SP","DEFERIDO","09.281.789/0001-70","","0","0","300000","0","0","0","0","300000"
"","50 Grandes Filmes Brasileiros (Ex - 50 Filmes Brasileiros)","","SP","DEFERIDO","09.281.789/0001-70","","0","0","0","0","0","2000015,15","0","2000015,15"
"","ELMIRO MIRANDA SHOW","","SP","DEFERIDO","09.281.789/0001-70","","0","0","0","0","0","3400000","0","3400000"
"","","","SP","DEFERIDO","09.281.789/0001-70","","0","0","0","0","0","0","126967,5","126967,5"
"","","","SP","DEFERIDO","09.281.789/0001-70","","0","0","0","2902043,32","0","0","0","2902043,32"
"","","","SP","DEFERIDO","09.281.789/0001-70","","0","0","0","516471,04","745427,75","0","0","1261898,79"
"","Vermelho Russo","","SP","DEFERIDO","09.287.514/0001-44","","0","0","1077500","0","0","0","0","1077500"
"","Regras do MMA (Ex- Regras do UFC)","","RJ","DEFERIDO","09.322.209/0001-46","CIRANDA FILMES E VIDEOS LTDA","0","0","0","0","467432,68","0","0","467432,68"
"","Regras do MMA 2","","RJ","DEFERIDO","09.322.209/0001-46","CIRANDA FILMES E VIDEOS LTDA","0","0","0","0","1377600,5","0","0","1377600,5"
"","AS GRANDES RIVALIDADES DO MMA","","RJ","DEFERIDO","09.322.209/0001-46","CIRANDA FILMES E VIDEOS LTDA","0","0","0","0","1521408,21","0","0","1521408,21"
"","","","RJ","DEFERIDO","09.324.313/0001-70","","0","0","555566,78","0","0","0","0","555566,78"
"","","","SP","IRREGULAR","09.353.982/0001-70","BUNKER TECNOLOGIA, PAGAMENTOS E PRODUCOES LTDA","0","0","144222,43","0","0","0","0","144222,43"
"","Pinball (Ex-""Meu pinball mortal"")","","SP","IRREGULAR","09.353.982/0001-70","BUNKER TECNOLOGIA, PAGAMENTOS E PRODUCOES LTDA","0","0","80300","0","0","0","0","80300"
"","Bebete e Daniboy","","SP","IRREGULAR","09.353.982/0001-70","BUNKER TECNOLOGIA, PAGAMENTOS E PRODUCOES LTDA","0","0","159214,12","0","0","0","0","159214,12"
"","","","SP","DEFERIDO","09.385.866/0001-32","","0","0","432134,67","0","0","0","0","432134,67"
"","FILHOS DA PISTA / HIJOS DE LA RUTA","","SP","DEFERIDO","09.385.866/0001-32","","0","0","550000","0","0","272400","0","822400"
"","MOTORRAD (EX QUANDO A NOITE CHEGA)","","SP","DEFERIDO","09.416.289/0001-07","LATINAMERICA ENTRETENIMENTO INTERNACIONAL LTDA","0","1742614","1800000","931888,18","0","0","0","4474502,18"
"","O Vendedor de Sonhos","","SP","DEFERIDO","09.416.289/0001-07","LATINAMERICA ENTRETENIMENTO INTERNACIONAL LTDA","0","190000","3400000","1538667,04","1461332,96","0","0","6590000"
"","Ferrugem","","PR","DEFERIDO","09.437.566/0001-50","GRAFO AUDIOVISUAL LTDA ME","0","0","0","0","2800000","0","0","2800000"
"","","","RJ","IRREGULAR","09.456.031/0001-26","","0","0","0","0","616500,25","0","0","616500,25"
"","","","RJ","DEFERIDO","09.460.226/0001-40","6D FILMES PRODUCOES CINEMATOGRAFICAS LTDA ME","0","0","278000","0","100000","0","0","378000"
