"","TITULO_PROJETO","","UF_PROPONENTE","SITUACAO_REGISTRO","CNPJ_PROPONENTE","RAZAO_SOCIAL_PROPONENTE","LEI_8313","ART1","ART1A","ART3","ART3A","ART39","FUNCINES","TOTAL_CAPTADO"
"","","","DF","DEFERIDO","06.900.652/0001-69","","0","0","500000","0","300000","0","0","800000"
"","DEU MATCH!","","DF","DEFERIDO","06.900.652/0001-69","","0","0","0","0","0","828312,98","0","828312,98"
"","","","DF","DEFERIDO","06.900.652/0001-69","","0","0","1000000","0","0","0","0","1000000"
"","","","DF","DEFERIDO","06.900.652/0001-69","","0","0","2000000","0","0","0","0","2000000"
"","Mil Dias - Uma Saga Brasileira (Ex- Juscelino)","","DF","DEFERIDO","06.900.652/0001-69","","0","0","1990000","0","0","1000000","0","2990000"
"","O RISO DE ARIANO","","DF","DEFERIDO","06.900.652/0001-69","","0","0","2395000","0","2000000","0","0","4395000"
"","LIVRO VIVO","","DF","DEFERIDO","06.900.652/0001-69","","0","0","500000","0","0","0","0","500000"
"","","","DF","DEFERIDO","06.900.652/0001-69","","0","0","0","0","0","1371949,48","0","1371949,48"
"","","","SP","DEFERIDO","06.935.870/0001-39","","0","0","250000","0","0","0","0","250000"
"","Descaminhos","","MG","IRREGULAR","06.938.601/0001-26","","0","500000","0","0","0","0","0","500000"
"","","","SP","DEFERIDO","06.945.371/0001-22","SPRAY FILMES S.A.","0","0","2711360,37","0","0","0","0","2711360,37"
"","Na Quebrada (Ex - Projeto Criar)","","SP","DEFERIDO","06.945.371/0001-22","SPRAY FILMES S.A.","0","0","400000","0","550000","0","0","950000"
"","","","SP","DEFERIDO","06.945.371/0001-22","SPRAY FILMES S.A.","0","0","2818721,53","0","0","0","0","2818721,53"
"","","","SP","DEFERIDO","06.945.371/0001-22","SPRAY FILMES S.A.","0","0","4000000","0","0","0","0","4000000"
"","Agenda Quebrando O Tabu","","SP","DEFERIDO","06.945.371/0001-22","SPRAY FILMES S.A.","0","0","0","0","2200000","0","0","2200000"
"","","","SP","DEFERIDO","06.945.371/0001-22","SPRAY FILMES S.A.","0","0","0","0","1935520,94","0","0","1935520,94"
"","O Poder do Feminino","","SP","DEFERIDO","06.945.371/0001-22","SPRAY FILMES S.A.","0","0","0","0","2394324,84","0","0","2394324,84"
"","","","SP","DEFERIDO","06.945.371/0001-22","SPRAY FILMES S.A.","0","0","0","0","2685927,35","0","0","2685927,35"
"","","","RJ","IRREGULAR","06.967.225/0001-06","","0","0","700000","0","0","0","0","700000"
"","Primeiro Bailarino/London Thiago Soares","","RJ","IRREGULAR","06.967.225/0001-06","","0","0","0","0","0","798000","0","798000"
"","LINHA DE FRENTE (EX FRONTEIRAS)","","RJ","IRREGULAR","06.967.225/0001-06","","0","0","0","0","200000","0","0","200000"
"","ELOGIO DA LIBERDADE","","RJ","IRREGULAR","06.967.225/0001-06","","0","0","0","0","0","798000","0","798000"
"","Prazer Em Conhecer","","RJ","DEFERIDO","06.992.833/0001-62","","0","0","0","0","217882,5","0","0","217882,5"
"","","","RJ","DEFERIDO","06.992.833/0001-62","","0","0","0","0","503904","0","0","503904"
"","Em Meu Nome","","RJ","DEFERIDO","06.992.833/0001-62","","0","0","0","0","1366840","0","0","1366840"
"","","","RJ","DEFERIDO","06.992.833/0001-62","","0","0","0","0","300000","0","0","300000"
"","","","RJ","DEFERIDO","06.992.833/0001-62","","0","0","0","0","350000","0","0","350000"
"","Mussum, Um Filme do Cacildis!","","RJ","DEFERIDO","06.992.833/0001-62","","0","0","0","0","300000","0","0","300000"
"","Torre das Donzelas","","RJ","DEFERIDO","06.992.833/0001-62","","0","0","140000","0","350000","0","0","490000"
"","Entre Abelhas (Ex - Um Homem Entre Abelhas)","","RJ","DEFERIDO","06.998.046/0001-28","","0","850000","170000","0","1900000","0","0","2920000"
"","Viver Para Lutar - Boxe e Viver Para Lutar - Jiu Jitsu (Ex - Viver Para Lutar)","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","579708","0","0","579708"
"","","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","2000000","0","3000000","0","0","5000000"
"","Agora Sim (Ex - Agora Vai)","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","0","2897503,8","0","2897503,8"
"","Mato sem Cachorro","","RJ","DEFERIDO","06.998.046/0001-28","","0","650000","747000","675232,41","524999,98","0","0","2597232,39"
"","Nascidos Para o Combate","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","1500000","0","0","1500000"
"","","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","1211250","0","0","500000","2284000","3995250"
"","","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","637784","0","0","637784"
"","VIVER PARA LUTAR","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","2998732","0","0","2998732"
"","","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","0","2100016,33","0","2100016,33"
"","DO JIU JITSU AO MMA (EX DO BJJ AO MMA)","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","2999850,14","0","0","2999850,14"
"","","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","3000000","0","0","3000000"
"","Nascidos para o Combate - Segunda Temporada ","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","2406353,9","0","0","2406353,9"
"","Draft - Desenvolvimento","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","60000","0","0","60000"
"","Fantasma de Teatro - Desenvolvimento","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","150000","0","0","150000"
"","","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","109999,15","0","0","259999,42","0","369998,57"
"","Descolados","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","2191283,64","0","0","0","0","2191283,64"
"","Besouro","","RJ","DEFERIDO","06.998.046/0001-28","","0","3370779","879220,57","3000000","0","0","0","7249999,57"
"","Confia em Mim (Ex - Procura-se) (Ex - O Amor dos Outros)","","RJ","DEFERIDO","06.998.046/0001-28","","0","500000","1305673,46","0","0","0","1500000","3305673,46"
"","","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","3000000","0","0","3000000"
"","","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","3000000","0","0","3000000"
"","NASCIDOS PARA O COMBATE - QUINTA TEMPORADA","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","2406350","0","0","2406350"
"","","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","3000000","0","0","3000000"
"","VIVER PARA LUTAR - TERCEIRA TEMPORADA","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","3000000","0","0","3000000"
"","NASCIDOS PARA O COMBATE - QUARTA TEMPORADA","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","2406350","0","0","2406350"
"","","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","2999853,85","0","0","2999853,85"
"","VIVER PARA LUTAR - SEGUNDA TEMPORADA","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","3000000","0","0","3000000"
"","NASCIDOS PARA O COMBATE - TERCEIRA TEMPORADA","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","2406350","0","0","2406350"
"","","","RJ","DEFERIDO","06.998.046/0001-28","","0","0","0","0","3000000","0","0","3000000"
"","","","RJ","DEFERIDO","07.045.026/0001-03","DEBE CONSULTORIA E PRODUCOES LTDA","0","0","119258,31","0","200000","0","0","319258,31"
"","SEQUESTRO","","RJ","DEFERIDO","07.060.648/0001-00","","0","0","0","0","0","899755,45","0","899755,45"
"","","","RJ","DEFERIDO","07.060.648/0001-00","","0","0","388250","0","300000","0","0","688250"
"","","","RJ","DEFERIDO","07.060.648/0001-00","","0","0","0","0","300000","0","0","300000"
"","","","RJ","DEFERIDO","07.060.648/0001-00","","0","0","0","2200000","600000","0","0","2800000"
"","","","RJ","DEFERIDO","07.060.648/0001-00","","0","0","0","0","300000","0","0","300000"
"","O Amor e a Morte","","RJ","DEFERIDO","07.060.648/0001-00","","0","0","0","0","403421,25","0","0","403421,25"
"","MINHA FAMA DE MAU","","RJ","DEFERIDO","07.060.648/0001-00","","0","200000","2176000","638657,77","1811342,22","0","0","4825999,99"
"","","","RJ","DEFERIDO","07.060.648/0001-00","","0","1000000","0","53044,33","1295972,22","0","0","2349016,55"
"","","","RJ","DEFERIDO","07.060.648/0001-00","","0","0","0","0","0","353020","0","353020"
"","Panair do Brasil ","","RJ","DEFERIDO","07.060.648/0001-00","","0","200000","0","0","0","0","0","200000"
"","METADE SEXO, METADE MUSSARELA","","RJ","DEFERIDO","07.060.648/0001-00","","45000","0","0","0","0","0","0","45000"
"","","","RJ","DEFERIDO","07.060.648/0001-00","","0","0","0","0","120000","0","0","120000"
"","AS AVENTURAS DO PEQUENO COLOMBO","","RJ","DEFERIDO","07.060.648/0001-00","","0","0","0","0","220000","0","0","220000"
"","","","RS","DEFERIDO","07.088.828/0001-92","RAINER CINE LTDA","0","0","157388,65","0","0","0","0","157388,65"
"","","","SP","DEFERIDO","07.093.276/0001-00","","0","0","0","0","0","4950000","0","4950000"
"","","","MG","DEFERIDO","07.110.153/0001-30","","0","0","500000","0","0","0","0","500000"
"","O BUSCADOR (EX O SEGREDO DE GIOVANNI)","","RJ","DEFERIDO","07.125.823/0001-92","","0","0","1000000","0","0","0","0","1000000"
"","Meus Dias de Rock (Ex - A Banda - Na Trilha do Rock)","","RJ","DEFERIDO","07.125.823/0001-92","","0","0","2737000","0","0","0","0","2737000"
"","","","RJ","IRREGULAR","07.125.835/0001-17","","0","0","300000","0","0","0","0","300000"
"","","","SP","IRREGULAR","07.139.247/0001-32","G7 CINEMA LTDA.","0","0","550000","0","0","0","0","550000"
"","","","CE","DEFERIDO","07.202.193/0001-02","DEBERTON FILMES E PRODUCOES LTDA","0","0","0","0","365000","0","0","365000"
"","","","SP","DEFERIDO","07.276.440/0001-15","","0","0","0","3000000","0","1702815","0","4702815"
"","","","SP","DEFERIDO","07.276.440/0001-15","","0","0","0","2800000","0","0","0","2800000"
"","Como se Tornar o Pior Aluno da Escola","","SP","DEFERIDO","07.276.440/0001-15","","0","0","203056,24","2600000","400000","0","0","3203056,24"
"","","","RJ","DEFERIDO","07.299.608/0001-08","","558397,9","0","0","0","0","0","0","558397,9"
"","Brasil Estradeiro","","SP","IRREGULAR","07.346.770/0001-30","A. P. VASCONCELOS PADRAO PRODUCOES LTDA","0","0","573715,45","0","0","0","0","573715,45"
"","A Linha Fria do Horizonte","","PR","IRREGULAR","07.381.315/0001-75","PROJETO OLHO VIVO","0","0","602451,78","0","0","0","0","602451,78"
"","Sementes do Nosso Quintal","","SP","IRREGULAR","07.395.599/0001-59","ZINGA LTDA - ME","160000","0","436691,94","0","0","0","0","596691,94"
"","Dois","","SP","DEFERIDO","07.419.227/0001-15","DIANE PEIXOTO MAIA - ME","0","0","48500","0","0","0","0","48500"
"","","","SP","DEFERIDO","07.419.227/0001-15","DIANE PEIXOTO MAIA - ME","0","500000","80000","1827411,63","1172588,37","0","0","3580000"
"","","","SP","DEFERIDO","07.419.227/0001-15","DIANE PEIXOTO MAIA - ME","0","0","0","0","200000","0","0","200000"
"","UMA NOVA CHANCE","","SP","DEFERIDO","07.419.227/0001-15","DIANE PEIXOTO MAIA - ME","0","0","0","1500000","1350000","0","0","2850000"
"","Me chama que eu vou ","","SP","DEFERIDO","07.419.227/0001-15","DIANE PEIXOTO MAIA - ME","0","0","0","0","361924,38","0","0","361924,38"
"","Vencer Limites","","SP","DEFERIDO","07.445.292/0001-15","UMANA COMUNICACAO INTELIGENTE EIRELI","0","0","318000","0","0","0","0","318000"
"","","","SP","DEFERIDO","07.445.292/0001-15","UMANA COMUNICACAO INTELIGENTE EIRELI","0","0","0","0","96786,84","0","0","96786,84"
"","","","SP","DEFERIDO","07.477.471/0001-34","BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A","0","0","0","0","0","0","4900000","4900000"
"","","","SP","DEFERIDO","07.477.471/0001-34","BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A","0","0","750000","0","0","250000","0","1000000"
"","","","SP","DEFERIDO","07.477.471/0001-34","BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A","0","0","700000","0","0","0","0","700000"
"","De Onde Eu Te Vejo (Ex - Do Outro Lado)","","SP","DEFERIDO","07.477.471/0001-34","BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A","0","0","750000","3000000","0","0","0","3750000"
"","","","SP","DEFERIDO","07.477.471/0001-34","BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A","0","0","0","0","794168,65","0","0","794168,65"
"","O Caso Morel (titulo provisorio)","","SP","DEFERIDO","07.477.471/0001-34","BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A","0","0","1750000","0","0","0","0","1750000"
"","","","SP","DEFERIDO","07.477.471/0001-34","BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A","0","0","0","0","0","2158311,65","0","2158311,65"
"","O Sarau   (Ex - Versos diversos)","","SP","DEFERIDO","07.477.471/0001-34","BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A","0","0","0","0","653085,6","0","0","653085,6"
"","Meu Duplo","","SP","DEFERIDO","07.477.471/0001-34","BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A","0","0","0","0","0","1221998,62","0","1221998,62"
"","","","SP","DEFERIDO","07.477.471/0001-34","BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A","0","0","1000000","0","200000","0","0","1200000"
"","","","SP","DEFERIDO","07.477.471/0001-34","BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A","0","0","1188600","0","620000","175000","0","1983600"
"","O Samba que Mora em Mim (ex- Cresci na Mangueira)","","SP","DEFERIDO","07.477.471/0001-34","BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A","0","670000","556550,6","6668,11","151790,83","0","0","1385009,54"
"","Dorina - Olhar para o mundo (EX: Dorina)","","SP","DEFERIDO","07.490.019/0001-02","GIRAFA FILMES LTDA","0","0","0","0","0","565000","0","565000"
"","Os Amigos","","SP","DEFERIDO","07.490.019/0001-02","GIRAFA FILMES LTDA","0","600000","600000","0","0","0","0","1200000"
"","","","SP","DEFERIDO","07.490.019/0001-02","GIRAFA FILMES LTDA","0","550000","200000","44201,55","0","0","0","794201,55"
"","","","PE","DEFERIDO","07.501.094/0001-21","","0","0","330000","0","0","0","0","330000"
"","Franciso Brennand (Ex - Brennand, O Convidado da Floresta)","","PE","DEFERIDO","07.501.094/0001-21","","450000","0","356000","0","0","0","0","806000"
"","MANAS (EX MENINAS BALSEIRAS)","","PE","DEFERIDO","07.501.094/0001-21","","0","0","472000","0","1959926,13","0","0","2431926,13"
"","Girimunho","","MG","DEFERIDO","07.525.577/0001-66","ANAVILHANA FILMES LTDA - ME","0","0","920000","0","0","0","0","920000"
"","","","MG","DEFERIDO","07.525.577/0001-66","ANAVILHANA FILMES LTDA - ME","0","100000","0","0","0","0","0","100000"
"","A falta que me faz (Ex - SEMPRE VIVAS)","","MG","DEFERIDO","07.525.577/0001-66","ANAVILHANA FILMES LTDA - ME","0","449093","0","0","0","0","0","449093"
"","ABOIO","","MG","DEFERIDO","07.525.577/0001-66","ANAVILHANA FILMES LTDA - ME","60000","0","0","0","0","0","0","60000"
"","","","MG","DEFERIDO","07.525.577/0001-66","ANAVILHANA FILMES LTDA - ME","0","0","401000","0","0","0","0","401000"
"","Ventos de Valls","","MG","DEFERIDO","07.525.577/0001-66","ANAVILHANA FILMES LTDA - ME","0","0","99967,24","0","0","0","0","99967,24"
"","","","MG","DEFERIDO","07.530.292/0001-13","","0","431716","0","0","0","0","0","431716"
"","","","MG","DEFERIDO","07.530.292/0001-13","","0","0","399935,5","0","0","0","0","399935,5"
"","O QUADRADO DE JOANA II","","MG","DEFERIDO","07.530.292/0001-13","","138000","0","0","0","0","0","0","138000"
"","Os Residentes  (Ex- Gaio Filho)","","MG","DEFERIDO","07.530.292/0001-13","","0","894000","0","0","0","0","0","894000"
"","Das Passarelas as Ruas - Passarela Urbana","","RJ","IRREGULAR","07.531.508/0001-65","","0","0","0","0","0","238550","0","238550"
"","Motel","","SP","DEFERIDO","07.533.507/0001-50","BE BOSSA NOVA CRIACOES E PRODUCOES S/A","0","0","0","0","0","3844076,39","0","3844076,39"
"","","","SP","DEFERIDO","07.533.507/0001-50","BE BOSSA NOVA CRIACOES E PRODUCOES S/A","0","0","0","0","1300000","0","0","1300000"
"","","","SP","DEFERIDO","07.533.507/0001-50","BE BOSSA NOVA CRIACOES E PRODUCOES S/A","0","0","1357000","0","0","0","0","1357000"
"","","","SP","DEFERIDO","07.533.507/0001-50","BE BOSSA NOVA CRIACOES E PRODUCOES S/A","0","0","0","0","0","0","100000","100000"
"","","","SP","DEFERIDO","07.533.507/0001-50","BE BOSSA NOVA CRIACOES E PRODUCOES S/A","0","0","0","218098,38","1281901,62","0","0","1500000"
"","SAVE THE DAY - DESENVOLVIMENTO","","SP","DEFERIDO","07.533.507/0001-50","BE BOSSA NOVA CRIACOES E PRODUCOES S/A","0","0","0","300000","0","0","0","300000"
"","PAGLIACCI (EX  I PAGLIACCI)","","SP","DEFERIDO","07.533.507/0001-50","BE BOSSA NOVA CRIACOES E PRODUCOES S/A","0","0","0","0","200000","0","0","200000"
"","Punch TV - Um Nocaute de Humor (Ex - Comicozinho)","","PR","DEFERIDO","07.567.854/0001-01","","0","0","0","0","0","333407,25","0","333407,25"
"","Piadas Psicografadas - Desenvolvimento","","SP","DEFERIDO","07.570.789/0001-65","","0","0","0","0","120000","0","0","120000"
"","TOC","","SP","DEFERIDO","07.570.789/0001-65","","0","370000","470000","2000000","800000","0","0","3640000"
"","","","SP","DEFERIDO","07.570.789/0001-65","","0","450000","1733600","1600000","1249999,99","0","0","5033599,99"
"","UMA QUASE DUPLA (EX A DUPLA)","","SP","DEFERIDO","07.570.789/0001-65","","0","276338","458500","0","3000000","0","0","3734838"
"","","","SP","DEFERIDO","07.570.789/0001-65","","0","0","0","2999955","0","0","0","2999955"
"","Rita Lee - Lado B","","SP","DEFERIDO","07.570.789/0001-65","","0","0","0","1033833","0","0","0","1033833"
"","","","SP","DEFERIDO","07.570.789/0001-65","","0","0","20000","105000","2650000","0","0","2775000"
"","","","SP","DEFERIDO","07.570.789/0001-65","","0","0","415276,03","0","3000000","0","0","3415276,03"
"","A PRESEPADA","","PE","DEFERIDO","07.579.479/0001-01","","0","0","0","0","350000","0","0","350000"
"","LUCICREIDE VAI PRA MARTE","","PE","DEFERIDO","07.579.479/0001-01","","0","500000","315000","0","3000000","0","0","3815000"
"","","","RS","IRREGULAR","07.623.232/0001-45","TELOS EMPREENDIMENTOS CULTURAIS LTDA","0","0","555000","0","0","0","0","555000"
"","","","SP","DEFERIDO","07.627.467/0001-05","","0","0","1800000","0","2882990,08","0","0","4682990,08"
"","Magal e os Formigas","","SP","DEFERIDO","07.627.467/0001-05","","0","0","0","0","2300000","0","0","2300000"
"","","","SP","DEFERIDO","07.627.467/0001-05","","0","0","0","0","0","821297,89","0","821297,89"
"","TURBINADOS - 2A TEMPORADA","","SP","DEFERIDO","07.627.467/0001-05","","0","0","0","0","0","1426048,8","0","1426048,8"
"","","","SP","DEFERIDO","07.627.467/0001-05","","0","0","0","0","0","1980000","0","1980000"
"","","","SP","DEFERIDO","07.627.467/0001-05","","0","0","0","0","0","2064000","0","2064000"
"","","","SP","DEFERIDO","07.627.467/0001-05","","0","0","0","0","3000000","0","0","3000000"
"","","","SP","DEFERIDO","07.627.467/0001-05","","0","0","0","0","3000000","0","0","3000000"
"","O Sequestro","","SP","DEFERIDO","07.627.467/0001-05","","0","0","1525229,4","0","2081434,66","0","0","3606664,06"
"","","","SP","DEFERIDO","07.627.467/0001-05","","0","0","0","0","0","2225985,85","0","2225985,85"
"","A LOUCA DAS PLANTAS (EX UM JARDIM PARA CHAMAR DE SEU)","","SP","DEFERIDO","07.627.467/0001-05","","0","0","0","0","1149753,41","0","0","1149753,41"
"","","","SP","DEFERIDO","07.627.467/0001-05","","0","0","0","0","0","2060478,75","0","2060478,75"
"","","","SP","DEFERIDO","07.627.467/0001-05","","0","0","0","0","0","1944862,78","0","1944862,78"
"","Os Suburbanos - O Filme","","RJ","DEFERIDO","07.630.900/0001-61","","0","0","0","0","3000000","0","0","3000000"
"","CIDADES (EX CASA BRASILEIRA - VIDA INTERIOR)","","RJ","DEFERIDO","07.630.900/0001-61","","0","0","1036159,3","0","0","0","0","1036159,3"
"","","","RJ","DEFERIDO","07.630.900/0001-61","","0","0","0","0","3000000","0","0","3000000"
"","","","RJ","DEFERIDO","07.630.900/0001-61","","0","0","0","0","946519,19","0","0","946519,19"
"","Longa Metragem","","SP","IRREGULAR","07.669.418/0001-35","INDIGO PRODUCOES LTDA - EPP","0","0","0","0","0","308750","0","308750"
"","","","SP","DEFERIDO","07.700.630/0001-18","","0","0","1307072","0","0","0","0","1307072"
"","","","SP","DEFERIDO","07.700.630/0001-18","","0","0","696000","0","0","0","0","696000"
"","A VERDADE DA MENTIRA (EX SALA DA DEMOCRACIA) ","","SP","DEFERIDO","07.700.630/0001-18","","0","0","468158,15","0","0","150000","0","618158,15"
"","","","SP","DEFERIDO","07.700.630/0001-18","","0","0","0","0","0","325002,78","0","325002,78"
"","","","SP","DEFERIDO","07.703.864/0001-19","CONTEUDOS COM CONTEUDO CRIACAO E PRODUCAO PARA MULTIMIDIAS LTDA - EPP","0","0","800000","0","0","0","0","800000"
"","","","SP","DEFERIDO","07.716.572/0001-10","LEP LUGAR DE ENCONTROS E PRODUCOES LTDA","0","0","40500","0","0","0","0","40500"
"","","","BA","DEFERIDO","07.718.282/0001-06","","599689,24","0","0","0","0","0","0","599689,24"
"","DIMINUTA","","RJ","DEFERIDO","07.720.343/0001-70","","0","0","471237,66","0","0","0","0","471237,66"
"","Talentos a Mais - Celebridades Revelam","","SP","DEFERIDO","07.728.008/0001-18","","0","0","0","0","0","465111,73","0","465111,73"
"","Lado H (ex - Estilo Masculino)","","SP","DEFERIDO","07.728.008/0001-18","","0","0","0","0","0","247923,91","0","247923,91"
"","Senhoras Aparecidas","","SP","DEFERIDO","07.824.062/0001-67","","0","0","900000","0","0","0","0","900000"
"","Simonal","","RJ","DEFERIDO","07.832.283/0001-87","","0","307522","500000","0","3000000","0","0","3807522"
"","Todo Amor","","RJ","DEFERIDO","07.832.283/0001-87","","0","1498552","30003,23","0","800000","0","0","2328555,23"
"","","","CE","DEFERIDO","07.847.012/0001-03","DANILO PONTES FERREIRA DE CARVALHO - ME","0","0","55000","0","0","0","0","55000"
"","TRAGO COMIGO","","SP","DEFERIDO","07.860.494/0001-23","TANGERINA ENTRETENIMENTO LTDA","0","0","130000","0","0","0","0","130000"
"","","","SP","DEFERIDO","07.860.494/0001-23","TANGERINA ENTRETENIMENTO LTDA","0","0","0","0","3000000","0","0","3000000"
"","Hoje","","SP","DEFERIDO","07.860.494/0001-23","TANGERINA ENTRETENIMENTO LTDA","0","0","1400000","0","0","208800","0","1608800"
"","","","SP","DEFERIDO","07.867.455/0001-58","","0","0","500000","0","0","0","0","500000"
"","Povo da Floresta","","SP","DEFERIDO","07.929.498/0001-10","DUO2.TV LTDA","0","0","0","0","280000","0","0","280000"
"","Entre Risos","","SP","DEFERIDO","07.929.498/0001-10","DUO2.TV LTDA","0","0","0","0","0","664675,38","0","664675,38"
"","O QUE NOS OLHA (EX-Mostra-me)","","PR","DEFERIDO","07.944.843/0001-95","CAPICUA FILMES E CRIACOES EIRELI","0","0","80000","0","0","0","0","80000"
"","","","PE","DEFERIDO","07.947.109/0001-80","","0","0","31000","0","0","0","0","31000"
"","Elis","","SP","DEFERIDO","07.949.950/0001-06","BRVR FILMES LTDA","0","450000","1580000","0","3000000","0","0","5030000"
"","Mar Me Quer","","RJ","DEFERIDO","07.966.825/0001-04","","0","0","465208","0","0","0","0","465208"
"","SOLTEIRA QUASE SURTANDO (EX-PROCURA-SE MARIDO)","","RJ","IRREGULAR","07.978.267/0001-05","","0","0","0","0","1500000","0","0","1500000"
"","","","SP","DEFERIDO","07.988.992/0001-56","","0","0","0","0","0","1181790,5","0","1181790,5"
"","","","SP","DEFERIDO","07.988.992/0001-56","","0","0","0","0","1000000","0","0","1000000"
"","BERTHA LUTZ - A MULHER NA CARTA DA ONU (EX BERTHA LUZ)","","SP","DEFERIDO","07.988.992/0001-56","","0","0","0","0","0","744720,35","0","744720,35"
"","COISA DE MENINO","","SP","DEFERIDO","07.988.992/0001-56","","0","0","0","0","0","965527,75","0","965527,75"
"","","","SP","DEFERIDO","07.988.992/0001-56","","0","0","0","0","2349001,8","0","0","2349001,8"
"","","","SP","DEFERIDO","08.010.574/0001-52","","0","0","1000000","0","0","0","0","1000000"
"","Juventude 100 Anos de Papada","","RS","DEFERIDO","08.046.502/0001-65","IRENE RULIAN SOARES ME","0","0","837078,11","0","0","0","0","837078,11"
"","","","RS","DEFERIDO","08.046.502/0001-65","IRENE RULIAN SOARES ME","0","0","158017,71","0","0","0","0","158017,71"
"","O Rastro - Desenvolvimento","","MG","DEFERIDO","08.103.457/0001-33","","0","0","0","119985","0","0","0","119985"
"","","","MG","DEFERIDO","08.103.457/0001-33","","0","0","0","1600000","800000","0","0","2400000"
"","","","RS","DEFERIDO","08.112.710/0001-15","VULCANA CINEMA LTDA","0","0","0","0","120000","0","0","120000"
"","Marginal","","SP","DEFERIDO","08.164.917/0001-33","TRATOR FILMES LTDA","0","0","0","0","300000","0","0","300000"
"","ATLETAS DE TERNO E GRAVATA","","SP","DEFERIDO","08.164.917/0001-33","TRATOR FILMES LTDA","0","0","0","0","437000","0","0","437000"
"","","","RJ","DEFERIDO","08.184.185/0001-43","","0","0","600000","0","0","0","0","600000"
"","TEATRO UMA JANELA PARA  A VIDA (EX PAIDEIA UMA JANELA PARA A VIDA)","","SP","DEFERIDO","08.215.198/0001-32","","0","0","180000","0","0","0","0","180000"
"","","","MG","DEFERIDO","08.233.638/0001-84","POSTURA DIGITAL FILMES EIRELI","0","0","270000","0","0","0","0","270000"
"","","","MG","DEFERIDO","08.233.638/0001-84","POSTURA DIGITAL FILMES EIRELI","261000","0","0","0","0","0","0","261000"
"","A PRIMEIRA MORTE DE JOANA (EX O LUTO DE JOANA)","","RS","DEFERIDO","08.267.476/0001-03","","0","0","1300000","0","0","0","0","1300000"
"","","","RS","DEFERIDO","08.267.476/0001-03","","0","0","960400","0","0","0","0","960400"
"","","","RS","DEFERIDO","08.267.476/0001-03","","0","0","762559","0","0","0","0","762559"
"","Futuro Imperfeito ","","RS","DEFERIDO","08.267.476/0001-03","","0","0","967168","0","0","0","0","967168"
"","","","SP","DEFERIDO","08.267.787/0001-64","MAURICIO DE SOUSA EDITORA LTDA","0","0","0","0","0","3612544,3","0","3612544,3"
"","","","SP","DEFERIDO","08.267.787/0001-64","MAURICIO DE SOUSA EDITORA LTDA","0","0","0","0","3000000","0","0","3000000"
"","","","SP","DEFERIDO","08.267.787/0001-64","MAURICIO DE SOUSA EDITORA LTDA","0","0","0","0","3000000","0","0","3000000"
"","HISTORIETAS ASSOMBRADAS - O FILME (EX O CLUBE SECRETO DOS MONSTROS)","","SP","DEFERIDO","08.296.780/0001-70","NEOPLASTIQUE ENTRETENIMENTO LTDA","0","1000000","0","0","0","0","0","1000000"
"","Machado do Brasil","","SP","DEFERIDO","08.304.465/0001-48","","0","0","0","0","783110,14","0","0","783110,14"
"","","","SP","DEFERIDO","08.304.465/0001-48","","0","0","0","0","776000","0","0","776000"
"","","","SP","DEFERIDO","08.304.465/0001-48","","0","0","0","0","720000","0","0","720000"
